node1,node2,Heuristic distance,route_distance
Gaya,Delhi,896,1049
Gaya,Faridabad,863,1046
Gaya,Jodhpur,1214,1439
Gaya,Mahoba,519,605
Gaya,Pakur,288,364
Gaya,Sagar,644,820
Gaya,Baghpat,898,1052
Gaya,Nawada,55,59
Gaya,Bikaner,1219,1441
Gaya,Mirzapur,248,290
Gaya,Ghazipur,168,207
Gaya,Jaipur,952,1109
Gaya,Durgapur,273,313
Gaya,Chitrakoot,419,493
Gaya,Aligarh,770,886
Gaya,Rohtas,103,117
Gaya,Palamu,139,216
Gaya,Araria,287,396
Gaya,Dholpur,743,901
Gaya,Calicut,1786,2322
Gaya,Jehanabad,46,49
Gaya,Bhagalpur,205,240
Gaya,Sri Ganganagar,1236,1491
Gaya,Balaghat,592,871
Ghazipur,Lucknow,297,343
Ghazipur,Rajsamand,977,1165
Ghazipur,Raebareli,243,279
Ghazipur,Patna,156,174
Ghazipur,Gaya,168,207
Ghazipur,Kota,777,926
Ghazipur,Sikar,869,1028
Ghazipur,Prayagraj,174,202
Ghazipur,Bhopal,676,823
Ghazipur,Una,967,1198
Ghazipur,Bundi,797,958
Ghazipur,Sarangarh,446,689
Ghazipur,Lakhimpur,381,486
Ghazipur,Madhepura,288,342
Ghazipur,Arrah,109,122
Ghazipur,Daudnagar,102,136
Ghazipur,Belagavi,1433,1723
Ghazipur,Hanamkonda,936,1254
Ghazipur,Sitamarhi,222,289
Ghazipur,Morena,567,693
Ghazipur,Agra,582,676
Ghazipur,Sitapur,362,433
Ghazipur,Delhi,728,855
Ghazipur,Faridabad,695,852
Ghazipur,Jodhpur,1059,1245
Ghazipur,Mahoba,372,441
Ghazipur,Pakur,443,554
Ghazipur,Sagar,526,656
Ghazipur,Baghpat,730,858
Ghazipur,Nawada,212,267
Ghazipur,Bikaner,1055,1247
Ghazipur,Mirzapur,113,142
Ghazipur,Ghazipur,0,0
Ghazipur,Jaipur,791,915
Ghazipur,Durgapur,442,514
Ghazipur,Chitrakoot,276,328
Ghazipur,Aligarh,603,692
Ghazipur,Rohtas,72,94
Ghazipur,Palamu,200,296
Ghazipur,Araria,393,470
Ghazipur,Dholpur,581,707
Ghazipur,Calicut,1785,2230
Ghazipur,Jehanabad,147,208
Ghazipur,Bhagalpur,343,405
Ghazipur,Sri Ganganagar,1068,1297
Ghazipur,Balaghat,542,758
Hanamkonda,Lucknow,989,1250
Hanamkonda,Rajsamand,977,1366
Hanamkonda,Raebareli,927,1150
Hanamkonda,Patna,1018,1333
Hanamkonda,Gaya,939,1290
Hanamkonda,Kota,884,1134
Hanamkonda,Sikar,1155,1498
Hanamkonda,Prayagraj,855,1077
Hanamkonda,Bhopal,623,794
Hanamkonda,Una,1527,1864
Hanamkonda,Bundi,916,1168
Hanamkonda,Sarangarh,541,802
Hanamkonda,Lakhimpur,1107,1383
Hanamkonda,Madhepura,1145,1516
Hanamkonda,Arrah,988,1320
Hanamkonda,Daudnagar,925,1233
Hanamkonda,Belagavi,589,738
Hanamkonda,Hanamkonda,0,0
Hanamkonda,Sitamarhi,1130,1463
Hanamkonda,Morena,953,1179
Hanamkonda,Agra,1027,1260
Hanamkonda,Sitapur,1065,1341
Hanamkonda,Delhi,1210,1476
Hanamkonda,Faridabad,1174,1433
Hanamkonda,Jodhpur,1133,1517
Hanamkonda,Mahoba,807,1021
Hanamkonda,Pakur,1130,1579
Hanamkonda,Sagar,651,832
Hanamkonda,Baghpat,1234,1525
Hanamkonda,Nawada,982,1349
Hanamkonda,Bikaner,1280,1607
Hanamkonda,Mirzapur,848,1109
Hanamkonda,Ghazipur,936,1251
Hanamkonda,Jaipur,1059,1386
Hanamkonda,Durgapur,1011,1391
Hanamkonda,Chitrakoot,805,999
Hanamkonda,Aligarh,1105,1348
Hanamkonda,Rohtas,907,1262
Hanamkonda,Palamu,800,1107
Hanamkonda,Araria,1213,1644
Hanamkonda,Dholpur,977,1203
Hanamkonda,Calicut,850,1062
Hanamkonda,Jehanabad,975,1300
Hanamkonda,Bhagalpur,1108,1541
Hanamkonda,Sri Ganganagar,1438,1843
Hanamkonda,Balaghat,426,538
Jaipur,Lucknow,512,569
Jaipur,Rajsamand,279,335
Jaipur,Raebareli,549,639
Jaipur,Patna,945,1077
Jaipur,Gaya,952,1110
Jaipur,Kota,188,256
Jaipur,Sikar,100,116
Jaipur,Prayagraj,627,710
Jaipur,Bhopal,436,592
Jaipur,Una,507,606
Jaipur,Bundi,164,218
Jaipur,Sarangarh,946,1211
Jaipur,Lakhimpur,506,587
Jaipur,Madhepura,1058,1208
Jaipur,Arrah,899,1025
Jaipur,Daudnagar,886,1039
Jaipur,Belagavi,1232,1463
Jaipur,Hanamkonda,1059,1399
Jaipur,Sitamarhi,966,1125
Jaipur,Morena,224,290
Jaipur,Agra,222,238
Jaipur,Sitapur,489,564
Jaipur,Delhi,237,288
Jaipur,Faridabad,224,271
Jaipur,Jodhpur,285,330
Jaipur,Mahoba,447,609
Jaipur,Pakur,1235,1457
Jaipur,Sagar,451,615
Jaipur,Baghpat,265,317
Jaipur,Nawada,1002,1169
Jaipur,Bikaner,273,335
Jaipur,Mirzapur,706,806
Jaipur,Ghazipur,791,916
Jaipur,Jaipur,0,0
Jaipur,Durgapur,1220,1342
Jaipur,Chitrakoot,543,664
Jaipur,Aligarh,252,288
Jaipur,Rohtas,848,966
Jaipur,Palamu,902,1125
Jaipur,Araria,1165,1336
Jaipur,Dholpur,210,263
Jaipur,Calicut,1732,2148
Jaipur,Jehanabad,939,1111
Jaipur,Bhagalpur,1134,1308
Jaipur,Sri Ganganagar,381,461
Jaipur,Balaghat,719,974
Jehanabad,Lucknow,442,538
Jehanabad,Rajsamand,1119,1331
Jehanabad,Raebareli,391,507
Jehanabad,Patna,44,52
Jehanabad,Gaya,46,49
Jehanabad,Kota,918,1091
Jehanabad,Sikar,1017,1224
Jehanabad,Prayagraj,316,357
Jehanabad,Bhopal,798,989
Jehanabad,Una,1099,1393
Jehanabad,Bundi,940,1123
Jehanabad,Sarangarh,446,615
Jehanabad,Lakhimpur,516,681
Jehanabad,Madhepura,175,234
Jehanabad,Arrah,49,80
Jehanabad,Daudnagar,62,72
Jehanabad,Belagavi,1505,1870
Jehanabad,Hanamkonda,975,1302
Jehanabad,Sitamarhi,160,180
Jehanabad,Morena,714,844
Jehanabad,Agra,730,872
Jehanabad,Sitapur,502,629
Jehanabad,Delhi,872,1050
Jehanabad,Faridabad,840,1047
Jehanabad,Jodhpur,1205,1440
Jehanabad,Mahoba,513,606
Jehanabad,Pakur,296,375
Jehanabad,Sagar,651,821
Jehanabad,Baghpat,873,1053
Jehanabad,Nawada,66,90
Jehanabad,Bikaner,1202,1442
Jehanabad,Mirzapur,244,291
Jehanabad,Ghazipur,147,208
Jehanabad,Jaipur,939,1110
Jehanabad,Durgapur,301,362
Jehanabad,Chitrakoot,415,494
Jehanabad,Aligarh,748,887
Jehanabad,Rohtas,98,118
Jehanabad,Palamu,176,228
Jehanabad,Araria,267,362
Jehanabad,Dholpur,729,902
Jehanabad,Calicut,1824,2377
Jehanabad,Jehanabad,0,0
Jehanabad,Bhagalpur,200,225
Jehanabad,Sri Ganganagar,1213,1492
Jehanabad,Balaghat,618,882
Jodhpur,Lucknow,792,899
Jodhpur,Rajsamand,155,190
Jodhpur,Raebareli,822,970
Jodhpur,Patna,1215,1407
Jodhpur,Gaya,1214,1440
Jodhpur,Kota,306,374
Jodhpur,Sikar,259,315
Jodhpur,Prayagraj,888,1040
Jodhpur,Bhopal,553,711
Jodhpur,Una,660,842
Jodhpur,Bundi,277,337
Jodhpur,Sarangarh,1145,1417
Jodhpur,Lakhimpur,791,918
Jodhpur,Madhepura,1334,1539
Jodhpur,Arrah,1168,1355
Jodhpur,Daudnagar,1149,1369
Jodhpur,Belagavi,1160,1458
Jodhpur,Hanamkonda,1133,1517
Jodhpur,Sitamarhi,1244,1456
Jodhpur,Morena,496,633
Jodhpur,Agra,506,568
Jodhpur,Sitapur,774,895
Jodhpur,Delhi,486,560
Jodhpur,Faridabad,488,602
Jodhpur,Jodhpur,0,0
Jodhpur,Mahoba,696,853
Jodhpur,Pakur,1501,1787
Jodhpur,Sagar,634,817
Jodhpur,Baghpat,511,593
Jodhpur,Nawada,1266,1500
Jodhpur,Bikaner,199,253
Jodhpur,Mirzapur,965,1136
Jodhpur,Ghazipur,1059,1246
Jodhpur,Jaipur,285,330
Jodhpur,Durgapur,1473,1672
Jodhpur,Chitrakoot,795,974
Jodhpur,Aligarh,534,618
Jodhpur,Rohtas,1110,1296
Jodhpur,Palamu,1148,1455
Jodhpur,Araria,1441,1667
Jodhpur,Dholpur,487,605
Jodhpur,Calicut,1683,2169
Jodhpur,Jehanabad,1205,1441
Jodhpur,Bhagalpur,1403,1638
Jodhpur,Sri Ganganagar,415,502
Jodhpur,Balaghat,877,1138
Kota,Lucknow,540,634
Kota,Rajsamand,200,251
Kota,Raebareli,552,662
Kota,Patna,933,1129
Kota,Gaya,923,1087
Kota,Kota,0,0
Kota,Sikar,275,368
Kota,Prayagraj,602,720
Kota,Bhopal,267,341
Kota,Una,694,861
Kota,Bundi,32,38
Kota,Sarangarh,839,1048
Kota,Lakhimpur,575,767
Kota,Madhepura,1060,1260
Kota,Arrah,886,1077
Kota,Daudnagar,860,1016
Kota,Belagavi,1046,1211
Kota,Hanamkonda,884,1148
Kota,Sitamarhi,977,1177
Kota,Morena,256,331
Kota,Agra,305,444
Kota,Sitapur,546,720
Kota,Delhi,405,512
Kota,Faridabad,382,477
Kota,Jodhpur,306,388
Kota,Mahoba,405,484
Kota,Pakur,1211,1463
Kota,Sagar,328,448
Kota,Baghpat,434,578
Kota,Nawada,977,1146
Kota,Bikaner,401,477
Kota,Mirzapur,675,792
Kota,Ghazipur,777,922
Kota,Jaipur,188,256
Kota,Durgapur,1176,1353
Kota,Chitrakoot,504,605
Kota,Aligarh,370,494
Kota,Rohtas,822,977
Kota,Palamu,848,1051
Kota,Araria,1167,1389
Kota,Dholpur,261,335
Kota,Calicut,1544,1897
Kota,Jehanabad,918,1088
Kota,Bhagalpur,1119,1360
Kota,Sri Ganganagar,555,714
Kota,Balaghat,579,768
Lakhimpur,Lucknow,122,131
Lakhimpur,Rajsamand,757,919
Lakhimpur,Raebareli,195,208
Lakhimpur,Patna,505,627
Lakhimpur,Gaya,547,660
Lakhimpur,Kota,575,723
Lakhimpur,Sikar,556,668
Lakhimpur,Prayagraj,297,331
Lakhimpur,Bhopal,619,745
Lakhimpur,Una,585,737
Lakhimpur,Bundi,581,752
Lakhimpur,Sarangarh,741,958
Lakhimpur,Lakhimpur,0,0
Lakhimpur,Madhepura,589,702
Lakhimpur,Arrah,468,575
Lakhimpur,Daudnagar,484,589
Lakhimpur,Belagavi,1487,1824
Lakhimpur,Hanamkonda,1107,1397
Lakhimpur,Sitamarhi,491,621
Lakhimpur,Morena,319,389
Lakhimpur,Agra,286,365
Lakhimpur,Sitapur,43,46
Lakhimpur,Delhi,370,451
Lakhimpur,Faridabad,343,451
Lakhimpur,Jodhpur,791,914
Lakhimpur,Mahoba,306,362
Lakhimpur,Pakur,795,1007
Lakhimpur,Sagar,498,577
Lakhimpur,Baghpat,364,430
Lakhimpur,Nawada,583,719
Lakhimpur,Bikaner,734,886
Lakhimpur,Mirzapur,358,416
Lakhimpur,Ghazipur,381,466
Lakhimpur,Jaipur,506,584
Lakhimpur,Durgapur,818,931
Lakhimpur,Chitrakoot,306,357
Lakhimpur,Aligarh,264,328
Lakhimpur,Rohtas,453,559
Lakhimpur,Palamu,563,713
Lakhimpur,Araria,691,830
Lakhimpur,Dholpur,317,404
Lakhimpur,Calicut,1919,2372
Lakhimpur,Jehanabad,516,661
Lakhimpur,Bhagalpur,686,858
Lakhimpur,Sri Ganganagar,706,866
Lakhimpur,Balaghat,682,902
Lucknow,Lucknow,0,0
Lucknow,Rajsamand,734,881
Lucknow,Raebareli,74,78
Lucknow,Patna,440,504
Lucknow,Gaya,465,537
Lucknow,Kota,540,642
Lucknow,Sikar,581,683
Lucknow,Prayagraj,180,201
Lucknow,Bhopal,534,612
Lucknow,Una,684,818
Lucknow,Bundi,552,674
Lucknow,Sarangarh,621,828
Lucknow,Lakhimpur,122,130
Lucknow,Madhepura,546,636
Lucknow,Arrah,398,452
Lucknow,Daudnagar,399,466
Lucknow,Belagavi,1389,1691
Lucknow,Hanamkonda,989,1264
Lucknow,Sitamarhi,453,553
Lucknow,Morena,296,348
Lucknow,Agra,294,331
Lucknow,Sitapur,83,88
Lucknow,Delhi,431,510
Lucknow,Faridabad,397,507
Lucknow,Jodhpur,792,900
Lucknow,Mahoba,202,229
Lucknow,Pakur,734,884
Lucknow,Sagar,401,444
Lucknow,Baghpat,433,512
Lucknow,Nawada,509,597
Lucknow,Bikaner,766,901
Lucknow,Mirzapur,249,286
Lucknow,Ghazipur,297,343
Lucknow,Jaipur,512,569
Lucknow,Durgapur,739,844
Lucknow,Chitrakoot,185,227
Lucknow,Aligarh,305,346
Lucknow,Rohtas,365,436
Lucknow,Palamu,460,626
Lucknow,Araria,653,764
Lucknow,Dholpur,304,361
Lucknow,Calicut,1808,2240
Lucknow,Jehanabad,442,538
Lucknow,Bhagalpur,628,735
Lucknow,Sri Ganganagar,771,951
Lucknow,Balaghat,563,731
Madhepura,Lucknow,546,635
Madhepura,Rajsamand,1260,1507
Madhepura,Raebareli,512,603
Madhepura,Patna,140,185
Madhepura,Gaya,206,286
Madhepura,Kota,1060,1268
Madhepura,Sikar,1127,1320
Madhepura,Prayagraj,461,545
Madhepura,Bhopal,962,1166
Madhepura,Una,1147,1489
Madhepura,Bundi,1079,1300
Madhepura,Sarangarh,609,837
Madhepura,Lakhimpur,589,702
Madhepura,Madhepura,0,0
Madhepura,Arrah,185,227
Madhepura,Daudnagar,235,289
Madhepura,Belagavi,1681,2048
Madhepura,Hanamkonda,1145,1519
Madhepura,Sitamarhi,98,118
Madhepura,Morena,837,985
Madhepura,Agra,840,968
Madhepura,Sitapur,587,725
Madhepura,Delhi,958,1147
Madhepura,Faridabad,930,1144
Madhepura,Jodhpur,1334,1537
Madhepura,Mahoba,658,783
Madhepura,Pakur,225,336
Madhepura,Sagar,813,998
Madhepura,Baghpat,954,1150
Madhepura,Nawada,165,216
Madhepura,Bikaner,1311,1538
Madhepura,Mirzapur,400,469
Madhepura,Ghazipur,288,342
Madhepura,Jaipur,1058,1206
Madhepura,Durgapur,308,431
Madhepura,Chitrakoot,564,671
Madhepura,Aligarh,844,983
Madhepura,Rohtas,267,321
Madhepura,Palamu,346,445
Madhepura,Araria,107,131
Madhepura,Dholpur,848,998
Madhepura,Calicut,1991,2555
Madhepura,Jehanabad,175,236
Madhepura,Bhagalpur,119,186
Madhepura,Sri Ganganagar,1295,1588
Madhepura,Balaghat,794,1082
Mahoba,Lucknow,202,229
Mahoba,Rajsamand,605,725
Mahoba,Raebareli,171,196
Mahoba,Patna,529,607
Mahoba,Gaya,519,603
Mahoba,Kota,405,485
Mahoba,Sikar,538,721
Mahoba,Prayagraj,197,236
Mahoba,Bhopal,337,383
Mahoba,Una,770,950
Mahoba,Bundi,426,517
Mahoba,Sarangarh,524,749
Mahoba,Lakhimpur,306,362
Mahoba,Madhepura,658,781
Mahoba,Arrah,481,555
Mahoba,Daudnagar,455,532
Mahoba,Belagavi,1186,1461
Mahoba,Hanamkonda,807,1034
Mahoba,Sitamarhi,580,702
Mahoba,Morena,231,302
Mahoba,Agra,280,369
Mahoba,Sitapur,264,321
Mahoba,Delhi,467,585
Mahoba,Faridabad,429,544
Mahoba,Jodhpur,696,867
Mahoba,Mahoba,0,0
Mahoba,Pakur,807,980
Mahoba,Sagar,198,215
Mahoba,Baghpat,482,611
Mahoba,Nawada,572,663
Mahoba,Bikaner,720,939
Mahoba,Mirzapur,270,308
Mahoba,Ghazipur,372,439
Mahoba,Jaipur,447,607
Mahoba,Durgapur,778,870
Mahoba,Chitrakoot,99,121
Mahoba,Aligarh,339,432
Mahoba,Rohtas,417,494
Mahoba,Palamu,456,652
Mahoba,Araria,764,909
Mahoba,Dholpur,253,326
Mahoba,Calicut,1612,2010
Mahoba,Jehanabad,513,604
Mahoba,Bhagalpur,714,838
Mahoba,Sri Ganganagar,782,989
Mahoba,Balaghat,386,540
Mirzapur,Lucknow,249,286
Mirzapur,Rajsamand,875,1033
Mirzapur,Raebareli,179,208
Mirzapur,Patna,263,294
Mirzapur,Gaya,248,290
Mirzapur,Kota,675,793
Mirzapur,Sikar,789,918
Mirzapur,Prayagraj,79,89
Mirzapur,Bhopal,562,683
Mirzapur,Una,934,1113
Mirzapur,Bundi,697,825
Mirzapur,Sarangarh,396,563
Mirzapur,Lakhimpur,358,415
Mirzapur,Madhepura,400,466
Mirzapur,Arrah,216,242
Mirzapur,Daudnagar,185,219
Mirzapur,Belagavi,1327,1580
Mirzapur,Hanamkonda,848,1111
Mirzapur,Sitamarhi,335,413
Mirzapur,Morena,482,573
Mirzapur,Agra,508,566
Mirzapur,Sitapur,328,374
Mirzapur,Delhi,671,782
Mirzapur,Faridabad,635,741
Mirzapur,Jodhpur,965,1134
Mirzapur,Mahoba,270,308
Mirzapur,Pakur,536,667
Mirzapur,Sagar,413,515
Mirzapur,Baghpat,676,773
Mirzapur,Nawada,301,350
Mirzapur,Bikaner,975,1136
Mirzapur,Mirzapur,0,0
Mirzapur,Ghazipur,113,141
Mirzapur,Jaipur,706,804
Mirzapur,Durgapur,513,557
Mirzapur,Chitrakoot,171,196
Mirzapur,Aligarh,541,607
Mirzapur,Rohtas,146,181
Mirzapur,Palamu,211,339
Mirzapur,Araria,503,594
Mirzapur,Dholpur,499,584
Mirzapur,Calicut,1694,2087
Mirzapur,Jehanabad,244,291
Mirzapur,Bhagalpur,444,525
Mirzapur,Sri Ganganagar,1007,1186
Mirzapur,Balaghat,440,615
Morena,Lucknow,296,354
Morena,Rajsamand,441,560
Morena,Raebareli,326,398
Morena,Patna,721,862
Morena,Gaya,728,895
Morena,Kota,256,338
Morena,Sikar,308,426
Morena,Prayagraj,403,479
Morena,Bhopal,363,457
Morena,Una,576,689
Morena,Bundi,262,346
Morena,Sarangarh,750,923
Morena,Lakhimpur,319,392
Morena,Madhepura,837,994
Morena,Arrah,675,810
Morena,Daudnagar,662,824
Morena,Belagavi,1233,1482
Morena,Hanamkonda,953,1177
Morena,Sitamarhi,748,910
Morena,Morena,0,0
Morena,Agra,75,84
Morena,Sitapur,291,345
Morena,Delhi,260,300
Morena,Faridabad,222,257
Morena,Jodhpur,496,633
Morena,Mahoba,231,303
Morena,Pakur,1011,1242
Morena,Sagar,303,342
Morena,Baghpat,281,349
Morena,Nawada,778,954
Morena,Bikaner,493,645
Morena,Mirzapur,482,574
Morena,Ghazipur,567,701
Morena,Jaipur,224,291
Morena,Durgapur,996,1111
Morena,Chitrakoot,322,424
Morena,Aligarh,155,173
Morena,Rohtas,624,735
Morena,Palamu,682,894
Morena,Araria,945,1122
Morena,Dholpur,24,27
Morena,Calicut,1702,2153
Morena,Jehanabad,714,896
Morena,Bhagalpur,910,1093
Morena,Sri Ganganagar,553,699
Morena,Balaghat,564,713
Nawada,Lucknow,509,597
Nawada,Rajsamand,1177,1389
Nawada,Raebareli,456,565
Nawada,Patna,88,105
Nawada,Gaya,55,59
Nawada,Kota,977,1150
Nawada,Sikar,1081,1282
Nawada,Prayagraj,377,416
Nawada,Bhopal,846,1047
Nawada,Una,1165,1451
Nawada,Bundi,999,1182
Nawada,Sarangarh,444,625
Nawada,Lakhimpur,583,739
Nawada,Madhepura,165,216
Nawada,Arrah,115,155
Nawada,Daudnagar,116,130
Nawada,Belagavi,1525,1928
Nawada,Hanamkonda,982,1383
Nawada,Sitamarhi,188,224
Nawada,Morena,778,903
Nawada,Agra,795,930
Nawada,Sitapur,569,687
Nawada,Delhi,939,1109
Nawada,Faridabad,906,1106
Nawada,Jodhpur,1266,1499
Nawada,Mahoba,572,665
Nawada,Pakur,234,304
Nawada,Sagar,700,879
Nawada,Baghpat,939,1112
Nawada,Nawada,0,0
Nawada,Bikaner,1267,1501
Nawada,Mirzapur,301,350
Nawada,Ghazipur,212,267
Nawada,Jaipur,1002,1168
Nawada,Durgapur,234,307
Nawada,Chitrakoot,473,552
Nawada,Aligarh,815,945
Nawada,Rohtas,155,177
Nawada,Palamu,186,275
Nawada,Araria,236,320
Nawada,Dholpur,793,960
Nawada,Calicut,1826,2370
Nawada,Jehanabad,66,90
Nawada,Bhagalpur,149,181
Nawada,Sri Ganganagar,1279,1551
Nawada,Balaghat,645,930
Pakur,Lucknow,734,884
Pakur,Rajsamand,1411,1706
Pakur,Raebareli,686,853
Pakur,Patna,293,382
Pakur,Gaya,288,364
Pakur,Kota,1211,1467
Pakur,Sikar,1312,1569
Pakur,Prayagraj,612,733
Pakur,Bhopal,1073,1364
Pakur,Una,1365,1739
Pakur,Bundi,1234,1499
Pakur,Sarangarh,593,813
Pakur,Lakhimpur,795,1027
Pakur,Madhepura,225,336
Pakur,Arrah,336,432
Pakur,Daudnagar,351,447
Pakur,Belagavi,1698,2141
Pakur,Hanamkonda,1130,1521
Pakur,Sitamarhi,320,450
Pakur,Morena,1011,1234
Pakur,Agra,1025,1218
Pakur,Sitapur,787,975
Pakur,Delhi,1160,1396
Pakur,Faridabad,1129,1393
Pakur,Jodhpur,1501,1786
Pakur,Mahoba,807,982
Pakur,Pakur,0,0
Pakur,Sagar,929,1197
Pakur,Baghpat,1158,1399
Pakur,Nawada,234,304
Pakur,Bikaner,1498,1788
Pakur,Mirzapur,536,667
Pakur,Ghazipur,443,554
Pakur,Jaipur,1235,1456
Pakur,Durgapur,134,168
Pakur,Chitrakoot,708,869
Pakur,Aligarh,1039,1233
Pakur,Rohtas,390,494
Pakur,Palamu,390,551
Pakur,Araria,170,236
Pakur,Dholpur,1025,1248
Pakur,Calicut,1953,2404
Pakur,Jehanabad,296,375
Pakur,Bhagalpur,110,151
Pakur,Sri Ganganagar,1500,1838
Pakur,Balaghat,844,1165
Palamu,Lucknow,460,626
Palamu,Rajsamand,1044,1292
Palamu,Raebareli,390,527
Palamu,Patna,220,260
Palamu,Gaya,139,216
Palamu,Kota,848,1053
Palamu,Sikar,991,1237
Palamu,Prayagraj,288,405
Palamu,Bhopal,685,890
Palamu,Una,1144,1432
Palamu,Bundi,873,1085
Palamu,Sarangarh,270,427
Palamu,Lakhimpur,563,714
Palamu,Madhepura,346,443
Palamu,Arrah,198,247
Palamu,Daudnagar,135,160
Palamu,Belagavi,1338,1711
Palamu,Hanamkonda,800,1109
Palamu,Sitamarhi,335,390
Palamu,Morena,682,892
Palamu,Agra,715,885
Palamu,Sitapur,537,717
Palamu,Delhi,882,1101
Palamu,Faridabad,846,1060
Palamu,Jodhpur,1148,1453
Palamu,Mahoba,456,654
Palamu,Pakur,390,551
Palamu,Sagar,546,719
Palamu,Baghpat,888,1093
Palamu,Nawada,186,275
Palamu,Bikaner,1175,1455
Palamu,Mirzapur,211,339
Palamu,Ghazipur,200,296
Palamu,Jaipur,902,1123
Palamu,Durgapur,329,428
Palamu,Chitrakoot,359,542
Palamu,Aligarh,751,926
Palamu,Rohtas,136,189
Palamu,Palamu,0,0
Palamu,Araria,422,571
Palamu,Dholpur,700,903
Palamu,Calicut,1647,2174
Palamu,Jehanabad,176,228
Palamu,Bhagalpur,329,454
Palamu,Sri Ganganagar,1217,1505
Palamu,Balaghat,460,689
Patna,Lucknow,440,505
Patna,Rajsamand,1134,1377
Patna,Raebareli,395,473
Patna,Patna,0,0
Patna,Gaya,89,102
Patna,Kota,933,1138
Patna,Sikar,1020,1190
Patna,Prayagraj,331,360
Patna,Bhopal,824,992
Patna,Una,1084,1359
Patna,Bundi,953,1170
Patna,Sarangarh,491,653
Patna,Lakhimpur,505,647
Patna,Madhepura,140,185
Patna,Arrah,47,52
Patna,Daudnagar,96,105
Patna,Belagavi,1545,1873
Patna,Hanamkonda,1018,1335
Patna,Sitamarhi,116,131
Patna,Morena,721,855
Patna,Agra,732,838
Patna,Sitapur,495,595
Patna,Delhi,867,1017
Patna,Faridabad,836,1014
Patna,Jodhpur,1215,1407
Patna,Mahoba,529,609
Patna,Pakur,293,382
Patna,Sagar,675,824
Patna,Baghpat,866,1019
Patna,Nawada,88,105
Patna,Bikaner,1205,1408
Patna,Mirzapur,263,294
Patna,Ghazipur,156,174
Patna,Jaipur,945,1076
Patna,Durgapur,318,414
Patna,Chitrakoot,432,497
Patna,Aligarh,746,853
Patna,Rohtas,126,146
Patna,Palamu,220,260
Patna,Araria,239,313
Patna,Dholpur,734,868
Patna,Calicut,1867,2380
Patna,Jehanabad,44,52
Patna,Bhagalpur,188,233
Patna,Sri Ganganagar,1207,1458
Patna,Balaghat,656,907
Prayagraj,Lucknow,180,201
Prayagraj,Rajsamand,803,961
Prayagraj,Raebareli,106,123
Prayagraj,Patna,331,360
Prayagraj,Gaya,325,356
Prayagraj,Kota,602,722
Prayagraj,Sikar,710,822
Prayagraj,Prayagraj,0,0
Prayagraj,Bhopal,510,619
Prayagraj,Una,862,1017
Prayagraj,Bundi,623,754
Prayagraj,Sarangarh,444,626
Prayagraj,Lakhimpur,297,330
Prayagraj,Madhepura,461,543
Prayagraj,Arrah,283,308
Prayagraj,Daudnagar,261,285
Prayagraj,Belagavi,1307,1547
Prayagraj,Hanamkonda,855,1079
Prayagraj,Sitamarhi,387,466
Prayagraj,Morena,403,478
Prayagraj,Agra,429,470
Prayagraj,Sitapur,263,289
Prayagraj,Delhi,593,686
Prayagraj,Faridabad,557,645
Prayagraj,Jodhpur,888,1039
Prayagraj,Mahoba,197,236
Prayagraj,Pakur,612,733
Prayagraj,Sagar,361,451
Prayagraj,Baghpat,600,678
Prayagraj,Nawada,377,416
Prayagraj,Bikaner,895,1040
Prayagraj,Mirzapur,79,89
Prayagraj,Ghazipur,174,200
Prayagraj,Jaipur,627,708
Prayagraj,Durgapur,593,623
Prayagraj,Chitrakoot,102,124
Prayagraj,Aligarh,462,511
Prayagraj,Rohtas,222,247
Prayagraj,Palamu,288,405
Prayagraj,Araria,567,671
Prayagraj,Dholpur,419,488
Prayagraj,Calicut,1694,2055
Prayagraj,Jehanabad,316,357
Prayagraj,Bhagalpur,516,591
Prayagraj,Sri Ganganagar,928,1090
Prayagraj,Balaghat,435,582
Raebareli,Lucknow,74,78
Raebareli,Rajsamand,751,909
Raebareli,Raebareli,0,0
Raebareli,Patna,395,470
Raebareli,Gaya,409,503
Raebareli,Kota,552,670
Raebareli,Sikar,626,741
Raebareli,Prayagraj,106,123
Raebareli,Bhopal,509,579
Raebareli,Una,756,922
Raebareli,Bundi,568,702
Raebareli,Sarangarh,546,750
Raebareli,Lakhimpur,195,207
Raebareli,Madhepura,512,601
Raebareli,Arrah,350,418
Raebareli,Daudnagar,342,432
Raebareli,Belagavi,1346,1620
Raebareli,Hanamkonda,927,1152
Raebareli,Sitamarhi,425,518
Raebareli,Morena,326,396
Raebareli,Agra,339,389
Raebareli,Sitapur,158,166
Raebareli,Delhi,493,579
Raebareli,Faridabad,458,564
Raebareli,Jodhpur,822,957
Raebareli,Mahoba,171,196
Raebareli,Pakur,686,850
Raebareli,Sagar,366,411
Raebareli,Baghpat,498,582
Raebareli,Nawada,456,562
Raebareli,Bikaner,811,959
Raebareli,Mirzapur,179,208
Raebareli,Ghazipur,243,278
Raebareli,Jaipur,549,627
Raebareli,Durgapur,681,744
Raebareli,Chitrakoot,122,151
Raebareli,Aligarh,364,416
Raebareli,Rohtas,305,368
Raebareli,Palamu,390,527
Raebareli,Araria,619,729
Raebareli,Dholpur,339,407
Raebareli,Calicut,1754,2128
Raebareli,Jehanabad,391,504
Raebareli,Bhagalpur,584,701
Raebareli,Sri Ganganagar,831,1009
